Historical Date,AAPL US Equity,MSFT US Equity
01/02/2008,4.777,30.4498
04/02/2008,4.702,30.19
05/02/2008,4.62,29.07
06/02/2008,4.357,28.52
07/02/2008,4.33,28.12
08/02/2008,4.481,28.56
11/02/2008,4.623,28.21
12/02/2008,4.459,28.34
13/02/2008,4.621,28.96
14/02/2008,4.552,28.5
15/02/2008,4.451,28.42
19/02/2008,4.364,28.17
20/02/2008,4.422,28.22
21/02/2008,4.341,28.1
22/02/2008,4.266,27.68
25/02/2008,4.276,27.84
26/02/2008,4.255,28.38
27/02/2008,4.391,28.26
28/02/2008,4.64,27.93
29/02/2008,4.465,27.1999
03/03/2008,4.348,26.99
04/03/2008,4.451,27.59
05/03/2008,4.446,28.1199
06/03/2008,4.319,27.57
07/03/2008,4.366,27.87
10/03/2008,4.275,28.05
11/03/2008,4.548,29.28
12/03/2008,4.501,28.63
13/03/2008,4.569,28.62
14/03/2008,4.522,27.96
17/03/2008,4.526,28.3
18/03/2008,4.744,29.42
19/03/2008,4.631,28.62
20/03/2008,4.76,29.18
24/03/2008,4.983,29.17
25/03/2008,5.035,29.14
26/03/2008,5.181,28.56
27/03/2008,5.009,28.05
28/03/2008,5.108,27.91
31/03/2008,5.125,28.38
01/04/2008,5.34,29.4999
02/04/2008,5.268,29.16
03/04/2008,5.415,29
04/04/2008,5.467,29.16
07/04/2008,5.568,29.16
08/04/2008,5.459,28.75
09/04/2008,5.409,28.89
10/04/2008,5.52,29.11
11/04/2008,5.255,28.28
14/04/2008,5.278,28.06
15/04/2008,5.299,28.25
16/04/2008,5.489,28.95
17/04/2008,5.518,29.22
18/04/2008,5.751,30
21/04/2008,6.006,30.42
22/04/2008,5.721,30.25
23/04/2008,5.818,31.45
24/04/2008,6.034,31.8
25/04/2008,6.062,29.83
28/04/2008,6.151,28.99
29/04/2008,6.252,28.64
30/04/2008,6.213,28.52
01/05/2008,6.429,29.4
02/05/2008,6.462,29.24
05/05/2008,6.598,29.08
06/05/2008,6.666,29.7
07/05/2008,6.521,29.21
08/05/2008,6.609,29.27
09/05/2008,6.552,29.39
12/05/2008,6.72,29.99
13/05/2008,6.784,29.78
14/05/2008,6.652,29.93
15/05/2008,6.776,30.4501
16/05/2008,6.701,29.99
19/05/2008,6.557,29.46
20/05/2008,6.639,28.76
21/05/2008,6.364,28.25
22/05/2008,6.323,28.47
23/05/2008,6.47,28.05
27/05/2008,6.658,28.44
28/05/2008,6.679,28.18
29/05/2008,6.668,28.31
30/05/2008,6.741,28.32
02/06/2008,6.646,27.8
03/06/2008,6.62,27.31
04/06/2008,6.614,27.54
05/06/2008,6.765,28.3
06/06/2008,6.63,27.49
09/06/2008,6.486,27.71
10/06/2008,6.63,27.89
11/06/2008,6.458,27.12
12/06/2008,6.188,28.24
13/06/2008,6.156,29.07
16/06/2008,6.316,28.93
17/06/2008,6.48,28.8
18/06/2008,6.384,28.46
19/06/2008,6.461,28.93
20/06/2008,6.26,28.23
23/06/2008,6.184,27.97
24/06/2008,6.188,27.73
25/06/2008,6.335,28.35
26/06/2008,6.009,27.75
27/06/2008,6.075,27.63
30/06/2008,5.98,27.51
01/07/2008,6.239,26.87
02/07/2008,6.006,25.88
03/07/2008,6.076,25.98
07/07/2008,6.256,26.03
08/07/2008,6.413,25.85
09/07/2008,6.223,25.23
10/07/2008,6.308,25.45
11/07/2008,6.164,25.25
14/07/2008,6.21,25.15
15/07/2008,6.059,26.15
16/07/2008,6.172,27.26
17/07/2008,6.136,27.52
18/07/2008,5.898,25.86
21/07/2008,5.939,25.64
22/07/2008,5.786,25.8
23/07/2008,5.938,26.43
24/07/2008,5.68,25.44
25/07/2008,5.79,26.16
28/07/2008,5.514,25.5
29/07/2008,5.61,26.11
30/07/2008,5.71,26.23
31/07/2008,5.677,25.72
01/08/2008,5.595,25.44
04/08/2008,5.473,25.28
05/08/2008,5.737,26.21
06/08/2008,5.864,27.02
07/08/2008,5.842,27.39
08/08/2008,6.055,28.13
11/08/2008,6.199,27.9
12/08/2008,6.312,28.12
13/08/2008,6.404,27.91
14/08/2008,6.404,27.91
15/08/2008,6.276,27.81
18/08/2008,6.264,27.69
19/08/2008,6.198,27.32
20/08/2008,6.28,27.29
21/08/2008,6.225,27.18
22/08/2008,6.314,27.84
25/08/2008,6.163,27.66
26/08/2008,6.201,27.27
27/08/2008,6.238,27.56
28/08/2008,6.205,27.94
29/08/2008,6.055,27.29
02/09/2008,5.935,27.1
03/09/2008,5.963,26.9
04/09/2008,5.758,26.35
05/09/2008,5.721,25.65
08/09/2008,5.64,26.12
09/09/2008,5.417,26.1
10/09/2008,5.415,26.44
11/09/2008,5.452,27.34
12/09/2008,5.319,27.62
15/09/2008,5.013,26.82
16/09/2008,4.996,25.99
17/09/2008,4.565,24.57
18/09/2008,4.789,25.26
19/09/2008,5.033,25.16
22/09/2008,4.68,25.4
23/09/2008,4.53,25.44
24/09/2008,4.597,25.72
25/09/2008,4.712,26.61
26/09/2008,4.58,27.4
29/09/2008,3.759,25.01
30/09/2008,4.059,26.69
01/10/2008,3.897,26.48
02/10/2008,3.575,26.25
03/10/2008,3.467,26.32
06/10/2008,3.505,24.91
07/10/2008,3.184,23.23
08/10/2008,3.207,23.01
09/10/2008,3.169,22.3
10/10/2008,3.457,21.5
13/10/2008,3.938,25.5
14/10/2008,3.717,24.1
15/10/2008,3.498,22.66
16/10/2008,3.639,24.19
17/10/2008,3.479,23.93
20/10/2008,3.516,24.72
21/10/2008,3.268,23.36
22/10/2008,3.46,21.53
23/10/2008,3.508,22.32
24/10/2008,3.442,21.96
27/10/2008,3.289,21.18
28/10/2008,3.568,23.1
29/10/2008,3.734,23
30/10/2008,3.966,22.63
31/10/2008,3.843,22.33
03/11/2008,3.82,22.62
04/11/2008,3.964,23.53
05/11/2008,3.689,22.08
06/11/2008,3.539,20.88
07/11/2008,3.509,21.5
10/11/2008,3.424,21.3
11/11/2008,3.385,21.2
12/11/2008,3.219,20.3
13/11/2008,3.444,21.25
14/11/2008,3.223,20.06
17/11/2008,3.148,19.32
18/11/2008,3.211,19.62
19/11/2008,3.082,18.29
20/11/2008,2.875,17.53
21/11/2008,2.949,19.68
24/11/2008,3.32,20.69
25/11/2008,3.243,19.99
26/11/2008,3.393,20.49
28/11/2008,3.31,20.22
01/12/2008,3.176,18.61
02/12/2008,3.303,19.15
03/12/2008,3.425,19.87
04/12/2008,3.265,19.11
05/12/2008,3.357,19.87
08/12/2008,3.561,21.01
09/12/2008,3.574,20.6
10/12/2008,3.508,20.61
11/12/2008,3.393,19.45
12/12/2008,3.51,19.36
15/12/2008,3.384,19.04
16/12/2008,3.408,20.11
17/12/2008,3.184,19.66
18/12/2008,3.194,19.3
19/12/2008,3.214,19.12
22/12/2008,3.062,19.18
23/12/2008,3.085,19.28
24/12/2008,3.037,19.17
26/12/2008,3.065,19.13
29/12/2008,3.093,18.96
30/12/2008,3.082,19.34
31/12/2008,3.048,19.44
02/01/2009,3.241,20.33
05/01/2009,3.378,20.52
06/01/2009,3.322,20.76
07/01/2009,3.25,19.51
08/01/2009,3.311,20.12
09/01/2009,3.235,19.52
12/01/2009,3.166,19.47
13/01/2009,3.133,19.82
14/01/2009,3.048,19.09
15/01/2009,2.978,19.24
16/01/2009,2.94,19.71
20/01/2009,2.793,18.48
21/01/2009,2.958,19.38
22/01/2009,3.156,17.11
23/01/2009,3.156,17.2
26/01/2009,3.201,17.63
27/01/2009,3.24,17.66
28/01/2009,3.364,18.04
29/01/2009,3.321,17.59
30/01/2009,3.219,17.1
02/02/2009,3.268,17.83
03/02/2009,3.321,18.5
04/02/2009,3.341,18.63
05/02/2009,3.445,19.04
06/02/2009,3.561,19.66
09/02/2009,3.661,19.44
10/02/2009,3.494,18.8
11/02/2009,3.458,19.21
12/02/2009,3.545,19.26
13/02/2009,3.541,19.09
17/02/2009,3.376,18.09
18/02/2009,3.37,18.12
19/02/2009,3.237,17.91
20/02/2009,3.257,18
23/02/2009,3.105,17.21
24/02/2009,3.223,17.17
25/02/2009,3.256,16.96
26/02/2009,3.185,16.42
27/02/2009,3.19,16.15
02/03/2009,3.141,15.79
03/03/2009,3.156,15.88
04/03/2009,3.256,16.12
05/03/2009,3.173,15.27
06/03/2009,3.046,15.28
09/03/2009,2.968,15.15
10/03/2009,3.165,16.48
11/03/2009,3.31,17.11
12/03/2009,3.441,17.01
13/03/2009,3.426,16.65
16/03/2009,3.408,16.25
17/03/2009,3.559,16.9
18/03/2009,3.626,16.96
19/03/2009,3.629,17.14
20/03/2009,3.628,17.06
23/03/2009,3.845,18.33
24/03/2009,3.804,17.93
25/03/2009,3.803,17.88
26/03/2009,3.924,18.83
27/03/2009,3.816,18.13
30/03/2009,3.732,17.48
31/03/2009,3.754,18.37
01/04/2009,3.882,19.31
02/04/2009,4.025,19.29
03/04/2009,4.143,18.75
06/04/2009,4.23,18.76
07/04/2009,4.107,18.76
08/04/2009,4.154,19.19
09/04/2009,4.27,19.67
13/04/2009,4.294,19.59
14/04/2009,4.225,19.35
15/04/2009,4.201,18.83
16/04/2009,4.338,19.76
17/04/2009,4.408,19.2
20/04/2009,4.304,18.61
21/04/2009,4.349,18.97
22/04/2009,4.34,18.78
23/04/2009,4.479,18.92
24/04/2009,4.425,20.91
27/04/2009,4.455,20.4
28/04/2009,4.425,19.93
29/04/2009,4.469,20.25
30/04/2009,4.494,20.26
01/05/2009,4.544,20.24
04/05/2009,4.717,20.19
05/05/2009,4.74,19.79
06/05/2009,4.732,19.79
07/05/2009,4.609,19.32
08/05/2009,4.614,19.42
11/05/2009,4.628,19.32
12/05/2009,4.444,19.89
13/05/2009,4.268,19.75
14/05/2009,4.391,20.06
15/05/2009,4.372,20.22
18/05/2009,4.523,20.6
19/05/2009,4.552,20.31
20/05/2009,4.495,20.38
21/05/2009,4.435,19.82
22/05/2009,4.375,19.75
26/05/2009,4.671,20.34
27/05/2009,4.752,20.13
28/05/2009,4.824,20.45
29/05/2009,4.85,20.89
01/06/2009,4.977,21.4
02/06/2009,4.982,21.4
03/06/2009,5.034,21.73
04/06/2009,5.134,21.83
05/06/2009,5.167,22.14
08/06/2009,5.138,22.05
09/06/2009,5.097,22.08
10/06/2009,5.009,22.55
11/06/2009,4.998,22.83
12/06/2009,4.892,23.33
15/06/2009,4.86,23.42
16/06/2009,4.87,23.45
17/06/2009,4.842,23.68
18/06/2009,4.853,23.5
19/06/2009,4.981,24.07
22/06/2009,4.906,23.28
23/06/2009,4.786,23.34
24/06/2009,4.865,23.47
25/06/2009,4.995,23.79
26/06/2009,5.087,23.35
29/06/2009,5.07,23.86
30/06/2009,5.087,23.77
01/07/2009,5.101,24.04
02/07/2009,5.001,23.37
06/07/2009,4.95,23.2
07/07/2009,4.836,22.53
08/07/2009,4.901,22.56
09/07/2009,4.87,22.44
10/07/2009,4.947,22.39
13/07/2009,5.084,23.23
14/07/2009,5.081,23.11
15/07/2009,5.246,24.12
16/07/2009,5.269,24.44
17/07/2009,5.42,24.29
20/07/2009,5.461,24.53
21/07/2009,5.411,24.83
22/07/2009,5.598,24.8
23/07/2009,5.636,25.56
24/07/2009,5.714,23.45
27/07/2009,5.718,23.11
28/07/2009,5.714,23.47
29/07/2009,5.715,23.8
30/07/2009,5.814,23.81
31/07/2009,5.835,23.52
03/08/2009,5.944,23.83
04/08/2009,5.913,23.77
05/08/2009,5.897,23.81
06/08/2009,5.854,23.46
07/08/2009,5.911,23.56
10/08/2009,5.883,23.42
11/08/2009,5.815,23.13
12/08/2009,5.904,23.53
13/08/2009,6.015,23.62
14/08/2009,5.956,23.692
17/08/2009,5.7,23.25
18/08/2009,5.857,23.58
19/08/2009,5.879,23.65
20/08/2009,5.94,23.67
21/08/2009,6.044,24.41
24/08/2009,6.038,24.64
25/08/2009,6.05,24.64
26/08/2009,5.979,24.55
27/08/2009,6.052,24.69
28/08/2009,6.073,24.68
31/08/2009,6.008,24.65
01/09/2009,5.904,24
02/09/2009,5.899,23.86
03/09/2009,5.948,24.11
04/09/2009,6.083,24.62
08/09/2009,6.176,24.82
09/09/2009,6.112,24.78
10/09/2009,6.163,25
11/09/2009,6.149,24.86
14/09/2009,6.204,25
15/09/2009,6.256,25.2
16/09/2009,6.495,25.2
17/09/2009,6.591,25.3
18/09/2009,6.608,25.26
21/09/2009,6.572,25.3
22/09/2009,6.589,25.77
23/09/2009,6.625,25.71
24/09/2009,6.565,25.94
25/09/2009,6.513,25.55
28/09/2009,6.648,25.83
29/09/2009,6.621,25.75
30/09/2009,6.62,25.72
01/10/2009,6.459,24.88
02/10/2009,6.604,24.96
05/10/2009,6.644,24.64
06/10/2009,6.786,25.11
07/10/2009,6.795,25.1
08/10/2009,6.76,25.67
09/10/2009,6.803,25.55
12/10/2009,6.815,25.72
13/10/2009,6.786,25.81
14/10/2009,6.832,25.96
15/10/2009,6.806,26.71
16/10/2009,6.716,26.5
19/10/2009,6.781,26.36
20/10/2009,7.099,26.37
21/10/2009,7.319,26.58
22/10/2009,7.329,26.59
23/10/2009,7.284,28.02
26/10/2009,7.231,28.68
27/10/2009,7.049,28.59
28/10/2009,6.871,28.02
29/10/2009,7.013,28.22
30/10/2009,6.732,27.73
02/11/2009,6.761,27.88
03/11/2009,6.741,27.53
04/11/2009,6.815,28.06
05/11/2009,6.93,28.47
06/11/2009,6.941,28.52
09/11/2009,7.195,28.99
10/11/2009,7.249,29.01
11/11/2009,7.259,29.12
12/11/2009,7.214,29.36
13/11/2009,7.302,29.63
16/11/2009,7.38,29.54
17/11/2009,7.393,30
18/11/2009,7.356,30.11
19/11/2009,7.161,29.78
20/11/2009,7.14,29.62
23/11/2009,7.353,29.94
24/11/2009,7.301,29.91
25/11/2009,7.293,29.79
27/11/2009,7.164,29.22
30/11/2009,7.14,29.41
01/12/2009,7.035,30.01
02/12/2009,7.008,29.78
03/12/2009,7.017,29.83
04/12/2009,6.904,29.98
07/12/2009,6.748,29.79
08/12/2009,6.781,29.57
09/12/2009,7.064,29.71
10/12/2009,7.015,29.87
11/12/2009,6.953,29.85
14/12/2009,7.035,30.11
15/12/2009,6.935,30.02
16/12/2009,6.965,30.1
17/12/2009,6.852,29.6
18/12/2009,6.98,30.36
21/12/2009,7.08,30.52
22/12/2009,7.156,30.82
23/12/2009,7.218,30.92
24/12/2009,7.466,31
28/12/2009,7.558,31.17
29/12/2009,7.468,31.39
30/12/2009,7.559,30.96
31/12/2009,7.526,30.48
04/01/2010,7.643,30.95
05/01/2010,7.656,30.96
06/01/2010,7.535,30.77
07/01/2010,7.521,30.452
08/01/2010,7.571,30.66
11/01/2010,7.504,30.27
12/01/2010,7.419,30.07
13/01/2010,7.523,30.35
14/01/2010,7.48,30.96
15/01/2010,7.355,30.86
19/01/2010,7.68,31.1
20/01/2010,7.562,30.585
21/01/2010,7.431,30.01
22/01/2010,7.063,28.96
25/01/2010,7.253,29.32
26/01/2010,7.355,29.5
27/01/2010,7.424,29.67
28/01/2010,7.118,29.16
29/01/2010,6.859,28.18
01/02/2010,6.955,28.41
02/02/2010,6.995,28.46
03/02/2010,7.115,28.63
04/02/2010,6.859,27.84
05/02/2010,6.981,28.02
08/02/2010,6.933,27.72
09/02/2010,7.007,28.01
10/02/2010,6.968,27.99
11/02/2010,7.095,28.12
12/02/2010,7.156,27.93
16/02/2010,7.264,28.35
17/02/2010,7.234,28.59
18/02/2010,7.247,28.969
19/02/2010,7.203,28.77
22/02/2010,7.158,28.73
23/02/2010,7.038,28.33
24/02/2010,7.166,28.63
25/02/2010,7.214,28.6
26/02/2010,7.308,28.67
01/03/2010,7.464,29.02
02/03/2010,7.459,28.46
03/03/2010,7.476,28.46
04/03/2010,7.525,28.63
05/03/2010,7.82,28.5875
08/03/2010,7.824,28.63
09/03/2010,7.965,28.8
10/03/2010,8.03,28.97
11/03/2010,8.054,29.18
12/03/2010,8.093,29.27
15/03/2010,7.994,29.29
16/03/2010,8.016,29.37
17/03/2010,8.004,29.63
18/03/2010,8.023,29.61
19/03/2010,7.937,29.59
22/03/2010,8.027,29.6
23/03/2010,8.156,29.88
24/03/2010,8.192,29.65
25/03/2010,8.095,30.01
26/03/2010,8.246,29.66
29/03/2010,8.3,29.59
30/03/2010,8.423,29.77
31/03/2010,8.393,29.2875
01/04/2010,8.428,29.16
05/04/2010,8.518,29.27
06/04/2010,8.555,29.32
07/04/2010,8.593,29.35
08/04/2010,8.57,29.92
09/04/2010,8.635,30.34
12/04/2010,8.653,30.32
13/04/2010,8.658,30.45
14/04/2010,8.775,30.82
15/04/2010,8.89,30.87
16/04/2010,8.836,30.67
19/04/2010,8.824,31.039
20/04/2010,8.735,31.36
21/04/2010,9.258,31.332
22/04/2010,9.517,31.39
23/04/2010,9.673,30.96
26/04/2010,9.625,31.11
27/04/2010,9.359,30.845
28/04/2010,9.343,30.91
29/04/2010,9.594,31.003
30/04/2010,9.325,30.535
03/05/2010,9.513,30.86
04/05/2010,9.239,30.13
05/05/2010,9.142,29.85
06/05/2010,8.795,28.98
07/05/2010,8.424,28.21
10/05/2010,9.071,28.94
11/05/2010,9.161,28.88
12/05/2010,9.36,29.44
13/05/2010,9.227,29.24
14/05/2010,9.065,28.93
17/05/2010,9.079,28.94
18/05/2010,9.013,28.5975
19/05/2010,8.869,28.24
20/05/2010,8.491,27.11
21/05/2010,8.654,26.84
24/05/2010,8.813,26.27
25/05/2010,8.758,26.07
26/05/2010,8.718,25.01
27/05/2010,9.048,26
28/05/2010,9.174,25.8
01/06/2010,9.315,25.89
02/06/2010,9.427,26.46
03/06/2010,9.397,26.86
04/06/2010,9.142,25.79
07/06/2010,8.962,25.29
08/06/2010,8.905,25.11
09/06/2010,8.686,24.79
10/06/2010,8.947,25
11/06/2010,9.054,25.66
14/06/2010,9.081,25.495
15/06/2010,9.275,26.5825
16/06/2010,9.545,26.32
17/06/2010,9.71,26.37
18/06/2010,9.788,26.44
21/06/2010,9.649,25.95
22/06/2010,9.78,25.77
23/06/2010,9.678,25.308
24/06/2010,9.607,25
25/06/2010,9.525,24.5325
28/06/2010,9.582,24.31
29/06/2010,9.149,23.31
30/06/2010,8.983,23.01
01/07/2010,8.874,23.16
02/07/2010,8.819,23.27
06/07/2010,8.88,23.82
07/07/2010,9.238,24.3
08/07/2010,9.218,24.4095
09/07/2010,9.272,24.27
12/07/2010,9.189,24.83
13/07/2010,8.993,25.13
14/07/2010,9.026,25.44
15/07/2010,8.98,25.51
16/07/2010,8.925,24.89
19/07/2010,8.771,25.23
20/07/2010,8.996,25.48
21/07/2010,9.08,25.12
22/07/2010,9.251,25.84
23/07/2010,9.284,25.81
26/07/2010,9.26,26.1
27/07/2010,9.431,26.16
28/07/2010,9.32,25.95
29/07/2010,9.218,26.03
30/07/2010,9.188,25.81
02/08/2010,9.352,26.33
03/08/2010,9.355,26.16
04/08/2010,9.392,25.73
05/08/2010,9.346,25.37
06/08/2010,9.289,25.55
09/08/2010,9.348,25.61
10/08/2010,9.265,25.07
11/08/2010,8.935,24.86
12/08/2010,8.993,24.49
13/08/2010,8.896,24.4
16/08/2010,8.844,24.5
17/08/2010,8.999,24.71
18/08/2010,9.038,24.82
19/08/2010,8.924,24.44
20/08/2010,8.916,24.23
23/08/2010,8.779,24.28
24/08/2010,8.569,24.04
25/08/2010,8.675,24.1
26/08/2010,8.581,23.82
27/08/2010,8.629,23.93
30/08/2010,8.661,23.64
31/08/2010,8.682,23.465
01/09/2010,8.94,23.9
02/09/2010,9.006,23.94
03/09/2010,9.242,24.29
07/09/2010,9.208,23.96
08/09/2010,9.39,23.93
09/09/2010,9.395,24.01
10/09/2010,9.408,23.85
13/09/2010,9.537,25.11
14/09/2010,9.574,25.03
15/09/2010,9.651,25.115
16/09/2010,9.878,25.33
17/09/2010,9.835,25.22
20/09/2010,10.115,25.43
21/09/2010,10.135,25.15
22/09/2010,10.277,24.61
23/09/2010,10.319,24.43
24/09/2010,10.44,24.775
27/09/2010,10.399,24.7325
28/09/2010,10.245,24.6775
29/09/2010,10.263,24.5
30/09/2010,10.134,24.49
01/10/2010,10.09,24.38
04/10/2010,9.951,23.91
05/10/2010,10.319,24.35
06/10/2010,10.328,24.43
07/10/2010,10.329,24.53
08/10/2010,10.503,24.57
11/10/2010,10.549,24.59
12/10/2010,10.662,24.83
13/10/2010,10.719,25.34
14/10/2010,10.797,25.23
15/10/2010,11.241,25.54
18/10/2010,11.357,25.82
19/10/2010,11.053,25.1
20/10/2010,11.09,25.31
21/10/2010,11.054,25.42
22/10/2010,10.981,25.3775
25/10/2010,11.03,25.19
26/10/2010,11.002,25.9
27/10/2010,10.994,26.05
28/10/2010,10.901,26.28
29/10/2010,10.749,26.665
01/11/2010,10.864,26.95
02/11/2010,11.049,27.39
03/11/2010,11.171,27.03
04/11/2010,11.367,27.14
05/11/2010,11.326,26.85
08/11/2010,11.379,26.81
09/11/2010,11.289,26.95
10/11/2010,11.358,26.94
11/11/2010,11.309,26.68
12/11/2010,11.001,26.27
15/11/2010,10.966,26.2
16/11/2010,10.771,25.81
17/11/2010,10.732,25.57
18/11/2010,11.015,25.8375
19/11/2010,10.955,25.69
22/11/2010,11.191,25.73
23/11/2010,11.026,25.12
24/11/2010,11.243,25.37
26/11/2010,11.277,25.34
29/11/2010,11.317,25.31
30/11/2010,11.113,25.2575
01/12/2010,11.3,26.04
02/12/2010,11.363,26.89
03/12/2010,11.337,27.02
06/12/2010,11.434,26.84
07/12/2010,11.365,26.87
08/12/2010,11.465,27.23
09/12/2010,11.42,27.08
10/12/2010,11.449,27.34
13/12/2010,11.488,27.245
14/12/2010,11.439,27.62
15/12/2010,11.441,27.85
16/12/2010,11.473,27.9875
17/12/2010,11.45,27.9025
20/12/2010,11.508,27.81
21/12/2010,11.579,28.07
22/12/2010,11.613,28.1875
23/12/2010,11.557,28.3
27/12/2010,11.596,28.07
28/12/2010,11.624,28.01
29/12/2010,11.618,27.97
30/12/2010,11.559,27.85
31/12/2010,11.52,27.91
03/01/2011,11.77,27.98
04/01/2011,11.832,28.0875
05/01/2011,11.929,28
06/01/2011,11.919,28.82
07/01/2011,12.004,28.6
10/01/2011,12.231,28.22
11/01/2011,12.201,28.11
12/01/2011,12.301,28.55
13/01/2011,12.346,28.19
14/01/2011,12.446,28.3
18/01/2011,12.166,28.66
19/01/2011,12.101,28.47
20/01/2011,11.881,28.3525
21/01/2011,11.669,28.02
24/01/2011,12.052,28.38
25/01/2011,12.193,28.45
26/01/2011,12.28,28.78
27/01/2011,12.258,28.87
28/01/2011,12.004,27.751
31/01/2011,12.119,27.725
01/02/2011,12.323,27.9925
02/02/2011,12.297,27.94
03/02/2011,12.266,27.65
04/02/2011,12.375,27.77
07/02/2011,12.567,28.1975
08/02/2011,12.686,28.2825
09/02/2011,12.791,27.97
10/02/2011,12.662,27.5
11/02/2011,12.745,27.25
14/02/2011,12.828,27.23
15/02/2011,12.854,26.96
16/02/2011,12.969,27.02
17/02/2011,12.796,27.21
18/02/2011,12.52,27.06
22/02/2011,12.093,26.59
23/02/2011,12.236,26.59
24/02/2011,12.246,26.77
25/02/2011,12.434,26.55
28/02/2011,12.615,26.58
01/03/2011,12.475,26.16
02/03/2011,12.576,26.0775
03/03/2011,12.841,26.2
04/03/2011,12.857,25.9525
07/03/2011,12.691,25.72
08/03/2011,12.706,25.91
09/03/2011,12.588,25.89
10/03/2011,12.381,25.41
11/03/2011,12.571,25.68
14/03/2011,12.627,25.69
15/03/2011,12.337,25.39
16/03/2011,11.786,24.79
17/03/2011,11.951,24.78
18/03/2011,11.81,24.8
21/03/2011,12.118,25.33
22/03/2011,12.186,25.295
23/03/2011,12.114,25.54
24/03/2011,12.32,25.81
25/03/2011,12.555,25.62
28/03/2011,12.516,25.41
29/03/2011,12.534,25.49
30/03/2011,12.451,25.61
31/03/2011,12.447,25.39
01/04/2011,12.306,25.48
04/04/2011,12.185,25.55
05/04/2011,12.103,25.78
06/04/2011,12.073,26.15
07/04/2011,12.074,26.2
08/04/2011,11.966,26.07
11/04/2011,11.814,25.98
12/04/2011,11.871,25.64
13/04/2011,12.005,25.63
14/04/2011,11.872,25.42
15/04/2011,11.695,25.37
18/04/2011,11.852,25.08
19/04/2011,12.066,25.15
20/04/2011,12.229,25.76
21/04/2011,12.525,25.52
25/04/2011,12.607,25.61
26/04/2011,12.515,26.19
27/04/2011,12.505,26.38
28/04/2011,12.384,26.71
29/04/2011,12.505,25.92
02/05/2011,12.367,25.66
03/05/2011,12.436,25.81
04/05/2011,12.485,26.06
05/05/2011,12.384,25.79
06/05/2011,12.381,25.87
09/05/2011,12.414,25.83
10/05/2011,12.48,25.67
11/05/2011,12.401,25.36
12/05/2011,12.378,25.32
13/05/2011,12.161,25.03
16/05/2011,11.904,24.57
17/05/2011,12.005,24.52
18/05/2011,12.138,24.69
19/05/2011,12.162,24.715
20/05/2011,11.972,24.49
23/05/2011,11.943,24.17
24/05/2011,11.864,24.15
25/05/2011,12.028,24.19
26/05/2011,11.964,24.67
27/05/2011,12.05,24.76
31/05/2011,12.423,25.01
01/06/2011,12.34,24.43
02/06/2011,12.361,24.22
03/06/2011,12.266,23.905
06/06/2011,12.073,24.01
07/06/2011,11.859,24.06
08/06/2011,11.866,23.94
09/06/2011,11.839,23.96
10/06/2011,11.639,23.705
13/06/2011,11.664,24.04
14/06/2011,11.873,24.22
15/06/2011,11.67,23.74
16/06/2011,11.613,23.995
17/06/2011,11.438,24.26
20/06/2011,11.261,24.47
21/06/2011,11.618,24.76
22/06/2011,11.522,24.65
23/06/2011,11.83,24.63
24/06/2011,11.655,24.3
27/06/2011,11.859,25.2
28/06/2011,11.974,25.8
29/06/2011,11.93,25.62
30/06/2011,11.988,26
01/07/2011,12.259,26.02
05/07/2011,12.48,26.03
06/07/2011,12.563,26.33
07/07/2011,12.757,26.77
08/07/2011,12.847,26.92
11/07/2011,12.643,26.63
12/07/2011,12.634,26.54
13/07/2011,12.786,26.63
14/07/2011,12.778,26.47
15/07/2011,13.033,26.78
18/07/2011,13.35,26.59
19/07/2011,13.459,27.54
20/07/2011,13.818,27.06
21/07/2011,13.832,27.095
22/07/2011,14.046,27.53
25/07/2011,14.232,27.91
26/07/2011,14.408,28.08
27/07/2011,14.021,27.33
28/07/2011,13.994,27.72
29/07/2011,13.946,27.4
01/08/2011,14.17,27.27
02/08/2011,13.89,26.8
03/08/2011,14.02,26.92
04/08/2011,13.478,25.94
05/08/2011,13.344,25.68
08/08/2011,12.615,24.48
09/08/2011,13.358,25.58
10/08/2011,12.989,24.2
11/08/2011,13.346,25.19
12/08/2011,13.464,25.1
15/08/2011,13.693,25.51
16/08/2011,13.589,25.35
17/08/2011,13.587,25.245
18/08/2011,13.073,24.67
19/08/2011,12.715,24.05
22/08/2011,12.73,23.98
23/08/2011,13.343,24.72
24/08/2011,13.435,24.9
25/08/2011,13.347,24.57
26/08/2011,13.699,25.25
29/08/2011,13.928,25.84
30/08/2011,13.928,26.23
31/08/2011,13.744,26.6
01/09/2011,13.608,26.21
02/09/2011,13.359,25.8
06/09/2011,13.562,25.51
07/09/2011,13.712,26
08/09/2011,13.719,26.22
09/09/2011,13.481,25.74
12/09/2011,13.569,25.89
13/09/2011,13.736,26.04
14/09/2011,13.904,26.5
15/09/2011,14.034,26.99
16/09/2011,14.304,27.12
19/09/2011,14.701,27.21
20/09/2011,14.766,26.98
21/09/2011,14.719,25.99
22/09/2011,14.351,25.06
23/09/2011,14.439,25.06
26/09/2011,14.399,25.44
27/09/2011,14.259,25.67
28/09/2011,14.179,25.575
29/09/2011,13.949,25.45
30/09/2011,13.619,24.89
03/10/2011,13.379,24.53
04/10/2011,13.304,25.34
05/10/2011,13.509,25.89
06/10/2011,13.478,26.34
07/10/2011,13.207,26.25
10/10/2011,13.886,26.94
11/10/2011,14.296,27
