Historical Date,AAPL US Equity,MSFT US Equity
25/06/2018,45.543,98.39
26/06/2018,46.108,99.08
27/06/2018,46.04,97.54
28/06/2018,46.375,98.63
29/06/2018,46.278,98.61
02/07/2018,46.795,100.01
03/07/2018,45.98,99.05
05/07/2018,46.35,99.76
06/07/2018,46.993,101.16
09/07/2018,47.645,101.85
10/07/2018,47.588,102.12
11/07/2018,46.97,101.98
12/07/2018,47.758,104.19
13/07/2018,47.833,105.43
16/07/2018,47.728,104.91
17/07/2018,47.863,105.95
18/07/2018,47.6,105.12
19/07/2018,47.97,104.4
20/07/2018,47.86,106.27
23/07/2018,47.903,107.97
24/07/2018,48.25,107.66
25/07/2018,48.705,110.83
26/07/2018,48.553,109.62
27/07/2018,47.745,107.68
30/07/2018,47.478,105.37
31/07/2018,47.573,106.08
01/08/2018,50.375,106.28
02/08/2018,51.848,107.57
03/08/2018,51.998,108.04
06/08/2018,52.268,108.13
07/08/2018,51.778,108.88
08/08/2018,51.813,109.49
09/08/2018,52.22,109.67
10/08/2018,51.883,109
13/08/2018,52.218,108.21
14/08/2018,52.438,109.56
15/08/2018,52.56,107.66
16/08/2018,53.33,107.64
17/08/2018,54.395,107.58
20/08/2018,53.865,106.87
21/08/2018,53.76,105.98
22/08/2018,53.763,107.06
23/08/2018,53.873,107.56
24/08/2018,54.04,108.4
27/08/2018,54.485,109.6
28/08/2018,54.925,110.26
29/08/2018,55.745,112.02
30/08/2018,56.258,111.95
31/08/2018,56.908,112.33
04/09/2018,57.09,111.71
05/09/2018,56.718,108.49
06/09/2018,55.775,108.74
07/09/2018,55.325,108.21
10/09/2018,54.583,109.38
11/09/2018,55.963,111.24
12/09/2018,55.268,111.71
13/09/2018,56.603,112.91
14/09/2018,55.96,113.37
17/09/2018,54.47,112.14
18/09/2018,54.56,113.21
19/09/2018,54.593,111.7
20/09/2018,55.008,113.57
21/09/2018,54.415,114.26
24/09/2018,55.198,114.67
25/09/2018,55.548,114.45
26/09/2018,55.105,113.98
27/09/2018,56.238,114.41
28/09/2018,56.435,114.37
01/10/2018,56.815,115.61
02/10/2018,57.32,115.15
03/10/2018,58.018,115.17
04/10/2018,56.998,112.79
05/10/2018,56.073,112.13
08/10/2018,55.943,110.85
09/10/2018,56.718,112.26
10/10/2018,54.09,106.16
11/10/2018,53.613,105.91
12/10/2018,55.528,109.57
15/10/2018,54.34,107.6
16/10/2018,55.538,111
17/10/2018,55.298,110.71
18/10/2018,54.005,108.5
19/10/2018,54.828,108.66
22/10/2018,55.163,109.63
23/10/2018,55.683,108.1
24/10/2018,53.773,102.32
25/10/2018,54.95,108.3
26/10/2018,54.075,106.96
29/10/2018,53.06,103.85
30/10/2018,53.325,103.73
31/10/2018,54.715,106.81
01/11/2018,55.555,105.92
02/11/2018,51.87,106.16
05/11/2018,50.398,107.51
06/11/2018,50.943,107.72
07/11/2018,52.488,111.96
08/11/2018,52.123,111.75
09/11/2018,51.118,109.57
12/11/2018,48.543,106.87
13/11/2018,48.058,106.94
14/11/2018,46.7,104.97
15/11/2018,47.853,107.28
16/11/2018,48.383,108.29
19/11/2018,46.465,104.62
20/11/2018,44.245,101.71
21/11/2018,44.195,103.11
23/11/2018,43.073,103.07
26/11/2018,43.655,106.47
27/11/2018,43.56,107.14
28/11/2018,45.235,111.12
29/11/2018,44.888,110.19
30/11/2018,44.645,110.89
03/12/2018,46.205,112.09
04/12/2018,44.173,108.52
06/12/2018,43.68,109.19
07/12/2018,42.123,104.82
10/12/2018,42.4,107.59
11/12/2018,42.158,108.59
12/12/2018,42.275,109.08
13/12/2018,42.738,109.45
14/12/2018,41.37,106.03
17/12/2018,40.985,102.89
18/12/2018,41.518,103.97
19/12/2018,40.223,103.69
20/12/2018,39.208,101.51
21/12/2018,37.683,98.23
24/12/2018,36.708,94.13
26/12/2018,39.293,100.56
27/12/2018,39.038,101.18
28/12/2018,39.058,100.39
31/12/2018,39.435,101.57
02/01/2019,39.48,101.12
03/01/2019,35.548,97.4
04/01/2019,37.065,101.93
07/01/2019,36.983,102.06
08/01/2019,37.688,102.8
09/01/2019,38.328,104.27
10/01/2019,38.45,103.6
11/01/2019,38.073,102.8
14/01/2019,37.5,102.05
15/01/2019,38.268,105.01
16/01/2019,38.735,105.38
17/01/2019,38.965,106.12
18/01/2019,39.205,107.71
22/01/2019,38.325,105.68
23/01/2019,38.48,106.71
24/01/2019,38.175,106.2
25/01/2019,39.44,107.17
28/01/2019,39.075,105.08
29/01/2019,38.67,102.94
30/01/2019,41.313,106.38
31/01/2019,41.61,104.43
01/02/2019,41.63,102.78
04/02/2019,42.813,105.74
05/02/2019,43.545,107.22
06/02/2019,43.56,106.03
07/02/2019,42.735,105.27
08/02/2019,42.603,105.67
11/02/2019,42.358,105.25
12/02/2019,42.723,106.89
13/02/2019,42.545,106.81
14/02/2019,42.7,106.9
15/02/2019,42.605,108.22
19/02/2019,42.733,108.17
20/02/2019,43.008,107.15
21/02/2019,42.765,109.41
22/02/2019,43.243,110.97
25/02/2019,43.558,111.59
26/02/2019,43.583,112.36
27/02/2019,43.718,112.17
28/02/2019,43.288,112.03
01/03/2019,43.743,112.53
04/03/2019,43.963,112.26
05/03/2019,43.883,111.7
06/03/2019,43.63,111.75
07/03/2019,43.125,110.39
08/03/2019,43.228,110.51
11/03/2019,44.725,112.83
12/03/2019,45.228,113.62
13/03/2019,45.428,114.5
14/03/2019,45.933,114.59
15/03/2019,46.53,115.91
18/03/2019,47.005,117.57
19/03/2019,46.633,117.65
20/03/2019,47.04,117.52
21/03/2019,48.773,120.22
22/03/2019,47.763,117.05
25/03/2019,47.185,117.66
26/03/2019,46.698,117.91
27/03/2019,47.118,116.77
28/03/2019,47.18,116.93
29/03/2019,47.488,117.94
01/04/2019,47.81,119.02
02/04/2019,48.505,119.19
03/04/2019,48.838,119.97
04/04/2019,48.923,119.36
05/04/2019,49.25,119.89
08/04/2019,50.025,119.93
09/04/2019,49.875,119.28
10/04/2019,50.155,120.19
11/04/2019,49.738,120.33
12/04/2019,49.718,120.95
15/04/2019,49.808,121.05
16/04/2019,49.813,120.77
17/04/2019,50.783,121.77
18/04/2019,50.965,123.37
22/04/2019,51.133,123.76
23/04/2019,51.87,125.44
24/04/2019,51.79,125.01
25/04/2019,51.32,129.15
26/04/2019,51.075,129.89
29/04/2019,51.153,129.77
30/04/2019,50.168,130.6
01/05/2019,52.63,127.88
02/05/2019,52.288,126.21
03/05/2019,52.938,128.9
06/05/2019,52.12,128.15
07/05/2019,50.715,125.52
08/05/2019,50.725,125.51
09/05/2019,50.18,125.5
10/05/2019,49.295,127.13
13/05/2019,46.43,123.35
14/05/2019,47.165,124.73
15/05/2019,47.73,126.02
16/05/2019,47.52,128.93
17/05/2019,47.25,128.07
20/05/2019,45.773,126.22
21/05/2019,46.65,126.9
22/05/2019,45.695,127.67
23/05/2019,44.915,126.18
24/05/2019,44.743,126.24
28/05/2019,44.558,126.16
29/05/2019,44.345,124.94
30/05/2019,44.575,125.73
31/05/2019,43.768,123.68
03/06/2019,43.325,119.84
04/06/2019,44.91,123.16
05/06/2019,45.635,125.83
06/06/2019,46.305,127.82
07/06/2019,47.538,131.4
10/06/2019,48.145,132.6
11/06/2019,48.703,132.1
12/06/2019,48.548,131.49
13/06/2019,48.538,132.32
14/06/2019,48.185,132.45
17/06/2019,48.473,132.85
18/06/2019,49.613,135.16
19/06/2019,49.468,135.69
20/06/2019,49.865,136.95
21/06/2019,49.695,136.97
24/06/2019,49.645,137.78
25/06/2019,48.893,133.43
26/06/2019,49.95,133.93
27/06/2019,49.935,134.15
28/06/2019,49.48,133.96
01/07/2019,50.388,135.68
02/07/2019,50.683,136.58
03/07/2019,51.103,137.46
05/07/2019,51.058,137.06
08/07/2019,50.005,136.96
09/07/2019,50.31,136.46
10/07/2019,50.808,137.85
11/07/2019,50.438,138.4
12/07/2019,50.825,138.9
15/07/2019,51.303,138.9
16/07/2019,51.125,137.08
17/07/2019,50.838,136.27
18/07/2019,51.415,136.42
19/07/2019,50.648,136.62
22/07/2019,51.805,138.43
23/07/2019,52.21,139.29
24/07/2019,52.168,140.72
25/07/2019,51.755,140.19
26/07/2019,51.935,141.34
29/07/2019,52.42,141.03
30/07/2019,52.195,140.35
31/07/2019,53.26,136.27
01/08/2019,52.108,138.06
02/08/2019,51.005,136.9
05/08/2019,48.335,132.21
06/08/2019,49.25,134.69
07/08/2019,49.76,135.28
08/08/2019,50.858,138.89
09/08/2019,50.248,137.71
12/08/2019,50.12,135.79
13/08/2019,52.243,138.6
14/08/2019,50.688,133.98
15/08/2019,50.435,133.68
16/08/2019,51.625,136.13
19/08/2019,52.588,138.41
20/08/2019,52.59,137.26
21/08/2019,53.16,138.79
22/08/2019,53.115,137.78
23/08/2019,50.66,133.39
26/08/2019,51.623,135.45
27/08/2019,51.04,135.74
28/08/2019,51.383,135.56
29/08/2019,52.253,138.12
30/08/2019,52.185,137.86
03/09/2019,51.425,136.04
04/09/2019,52.298,137.63
05/09/2019,53.32,140.05
06/09/2019,53.315,139.1
09/09/2019,53.543,137.52
10/09/2019,54.175,136.08
11/09/2019,55.898,136.12
12/09/2019,55.771,137.52
13/09/2019,54.688,137.32
16/09/2019,54.975,136.33
17/09/2019,55.175,137.39
18/09/2019,55.693,138.52
19/09/2019,55.24,141.07
20/09/2019,54.433,139.44
23/09/2019,54.68,139.14
24/09/2019,54.42,137.38
25/09/2019,55.258,139.36
26/09/2019,54.973,139.54
27/09/2019,54.705,137.73
30/09/2019,55.993,139.03
01/10/2019,56.148,137.07
02/10/2019,54.74,134.65
03/10/2019,55.205,136.28
04/10/2019,56.753,138.12
07/10/2019,56.765,137.12
08/10/2019,56.1,135.67
09/10/2019,56.758,138.24
10/10/2019,57.523,139.1
11/10/2019,59.053,139.68
14/10/2019,58.968,139.55
15/10/2019,58.83,141.575
16/10/2019,58.593,140.41
17/10/2019,58.82,139.69
18/10/2019,59.103,137.41
21/10/2019,60.128,138.43
22/10/2019,59.99,136.37
23/10/2019,60.795,137.24
24/10/2019,60.895,139.94
25/10/2019,61.645,140.73
28/10/2019,62.263,144.19
29/10/2019,60.823,142.83
30/10/2019,60.815,144.61
31/10/2019,62.19,143.37
01/11/2019,63.955,143.72
04/11/2019,64.375,144.55
05/11/2019,64.283,144.46
06/11/2019,64.31,144.06
07/11/2019,64.858,144.26
08/11/2019,65.035,145.96
11/11/2019,65.55,146.11
12/11/2019,65.49,147.07
13/11/2019,66.118,147.31
14/11/2019,65.66,148.06
15/11/2019,66.44,149.97
18/11/2019,66.775,150.34
19/11/2019,66.573,150.39
20/11/2019,65.798,149.62
21/11/2019,65.503,149.48
22/11/2019,65.445,149.59
25/11/2019,66.593,151.23
26/11/2019,66.073,152.03
27/11/2019,66.96,152.32
29/11/2019,66.813,151.38
02/12/2019,66.04,149.55
03/12/2019,64.863,149.31
04/12/2019,65.435,149.85
05/12/2019,66.395,149.93
06/12/2019,67.678,151.75
09/12/2019,66.73,151.36
10/12/2019,67.12,151.13
11/12/2019,67.693,151.7
12/12/2019,67.865,153.24
13/12/2019,68.788,154.53
16/12/2019,69.965,155.53
17/12/2019,70.103,154.69
18/12/2019,69.935,154.37
19/12/2019,70.005,155.71
20/12/2019,69.86,157.41
23/12/2019,71,157.41
24/12/2019,71.068,157.38
26/12/2019,72.478,158.67
27/12/2019,72.45,158.96
30/12/2019,72.88,157.59
31/12/2019,73.413,157.7
02/01/2020,75.088,160.62
03/01/2020,74.358,158.62
06/01/2020,74.95,159.03
07/01/2020,74.598,157.58
08/01/2020,75.798,160.09
09/01/2020,77.408,162.09
10/01/2020,77.583,161.34
13/01/2020,79.24,163.28
14/01/2020,78.17,162.13
15/01/2020,77.835,163.18
16/01/2020,78.81,166.17
17/01/2020,79.683,167.1
21/01/2020,79.143,166.5
22/01/2020,79.425,165.7
23/01/2020,79.808,166.72
24/01/2020,79.578,165.04
27/01/2020,77.238,162.28
28/01/2020,79.423,165.46
29/01/2020,81.085,168.04
30/01/2020,80.968,172.78
31/01/2020,77.378,170.23
03/02/2020,77.165,174.38
04/02/2020,79.713,180.12
05/02/2020,80.363,179.9
06/02/2020,81.303,183.63
07/02/2020,80.007,183.89
10/02/2020,80.388,188.7
11/02/2020,79.903,184.44
12/02/2020,81.8,184.71
13/02/2020,81.218,183.71
14/02/2020,81.238,185.35
18/02/2020,79.75,187.23
19/02/2020,80.905,187.28
20/02/2020,80.075,184.42
21/02/2020,78.263,178.59
24/02/2020,74.545,170.89
25/02/2020,72.02,168.07
26/02/2020,73.163,170.17
27/02/2020,68.38,158.18
28/02/2020,68.34,162.01
02/03/2020,74.703,172.79
03/03/2020,72.33,164.51
04/03/2020,75.685,170.55
05/03/2020,73.23,166.27
06/03/2020,72.257,161.57
09/03/2020,66.543,150.62
10/03/2020,71.335,160.92
11/03/2020,68.858,153.63
12/03/2020,62.058,139.06
13/03/2020,69.493,158.83
16/03/2020,60.553,135.42
17/03/2020,63.215,146.57
18/03/2020,61.668,140.4
19/03/2020,61.195,142.71
20/03/2020,57.31,137.35
23/03/2020,56.093,135.98
24/03/2020,61.72,148.34
25/03/2020,61.38,146.92
26/03/2020,64.61,156.11
27/03/2020,61.935,149.7
30/03/2020,63.703,160.23
31/03/2020,63.573,157.71
01/04/2020,60.228,152.11
02/04/2020,61.233,155.26
03/04/2020,60.353,153.83
06/04/2020,65.618,165.27
07/04/2020,64.858,163.49
08/04/2020,66.518,165.13
09/04/2020,66.998,165.14
13/04/2020,68.313,165.51
14/04/2020,71.763,173.7
15/04/2020,71.108,171.88
16/04/2020,71.673,177.04
17/04/2020,70.7,178.6
20/04/2020,69.233,175.06
21/04/2020,67.093,167.82
22/04/2020,69.025,173.52
23/04/2020,68.757,171.42
24/04/2020,70.743,174.55
27/04/2020,70.793,174.05
28/04/2020,69.645,169.81
29/04/2020,71.933,177.43
30/04/2020,73.45,179.21
01/05/2020,72.268,174.57
04/05/2020,73.29,178.84
05/05/2020,74.39,180.76
06/05/2020,75.158,182.54
07/05/2020,75.935,183.6
08/05/2020,77.533,184.68
11/05/2020,78.753,186.74
12/05/2020,77.853,182.51
13/05/2020,76.913,179.75
14/05/2020,77.385,180.53
15/05/2020,76.928,183.16
18/05/2020,78.74,184.91
19/05/2020,78.285,183.63
20/05/2020,79.808,185.66
21/05/2020,79.213,183.43
22/05/2020,79.723,183.51
26/05/2020,79.183,181.57
27/05/2020,79.528,181.81
28/05/2020,79.563,181.4
29/05/2020,79.485,183.25
01/06/2020,80.463,182.83
02/06/2020,80.835,184.91
03/06/2020,81.28,185.36
04/06/2020,80.58,182.92
05/06/2020,82.875,187.2
08/06/2020,83.365,188.36
09/06/2020,85.998,189.8
10/06/2020,88.21,196.84
11/06/2020,83.975,186.27
12/06/2020,84.7,187.74
15/06/2020,85.748,188.94
16/06/2020,88.02,193.57
17/06/2020,87.897,194.24
18/06/2020,87.933,196.32
19/06/2020,87.43,195.15
22/06/2020,89.718,200.57
23/06/2020,91.632,201.91
24/06/2020,90.015,197.84
25/06/2020,91.21,200.34
26/06/2020,88.408,196.33
29/06/2020,90.445,198.44
30/06/2020,91.2,203.51
01/07/2020,91.028,204.7
02/07/2020,91.028,206.26
06/07/2020,93.463,210.7
07/07/2020,93.173,208.25
08/07/2020,95.343,212.83
09/07/2020,95.683,214.32
10/07/2020,95.92,213.67
13/07/2020,95.478,207.07
14/07/2020,97.058,208.35
15/07/2020,97.725,208.04
16/07/2020,96.522,203.92
17/07/2020,96.328,202.88
20/07/2020,98.358,211.6
21/07/2020,97,208.75
22/07/2020,97.272,211.75
23/07/2020,92.845,202.54
24/07/2020,92.615,201.3
27/07/2020,94.81,203.85
28/07/2020,93.253,202.02
29/07/2020,95.04,204.06
30/07/2020,96.19,203.9
31/07/2020,106.26,205.01
03/08/2020,108.938,216.54
04/08/2020,109.665,213.29
05/08/2020,110.063,212.94
06/08/2020,113.903,216.35
07/08/2020,111.113,212.48
10/08/2020,112.728,208.25
11/08/2020,109.375,203.38
12/08/2020,113.01,209.19
13/08/2020,115.01,208.7
14/08/2020,114.908,208.9
17/08/2020,114.608,210.28
18/08/2020,115.563,211.49
19/08/2020,115.708,209.7
20/08/2020,118.275,214.58
21/08/2020,124.37,213.02
24/08/2020,125.858,213.69
25/08/2020,124.825,216.47
26/08/2020,126.522,221.15
27/08/2020,125.01,226.58
28/08/2020,124.808,228.91
31/08/2020,129.04,225.53
01/09/2020,134.18,227.27
02/09/2020,131.4,231.65
03/09/2020,120.88,217.3
04/09/2020,120.96,214.25
08/09/2020,112.82,202.66
09/09/2020,117.32,211.29
10/09/2020,113.49,205.37
11/09/2020,112,204.03
14/09/2020,115.355,205.41
15/09/2020,115.54,208.78
16/09/2020,112.13,205.05
17/09/2020,110.34,202.91
18/09/2020,106.84,200.39
21/09/2020,110.08,202.54
22/09/2020,111.81,207.42
23/09/2020,107.12,200.59
24/09/2020,108.22,203.19
25/09/2020,112.28,207.82
28/09/2020,114.96,209.44
29/09/2020,114.09,207.26
30/09/2020,115.81,210.33
01/10/2020,116.79,212.46
02/10/2020,113.02,206.19
05/10/2020,116.5,210.38
06/10/2020,113.16,205.91
07/10/2020,115.08,209.83
08/10/2020,114.97,210.58
09/10/2020,116.97,215.81
12/10/2020,124.4,221.4
13/10/2020,121.1,222.86
14/10/2020,121.19,220.86
15/10/2020,120.71,219.66
16/10/2020,119.02,219.66
19/10/2020,115.98,214.22
20/10/2020,117.51,214.65
21/10/2020,116.87,214.8
22/10/2020,115.75,214.89
23/10/2020,115.04,216.23
26/10/2020,115.05,210.08
27/10/2020,116.6,213.25
28/10/2020,111.2,202.68
29/10/2020,115.32,204.72
30/10/2020,108.86,202.47
02/11/2020,108.77,202.33
03/11/2020,110.44,206.43
04/11/2020,114.95,216.39
05/11/2020,119.03,223.29
06/11/2020,118.69,223.72
09/11/2020,116.32,218.39
10/11/2020,115.97,211.01
11/11/2020,119.49,216.55
12/11/2020,119.21,215.44
13/11/2020,119.26,216.51
16/11/2020,120.3,217.23
17/11/2020,119.39,214.46
18/11/2020,118.03,211.08
19/11/2020,118.64,212.42
20/11/2020,117.34,210.39
23/11/2020,113.85,210.11
24/11/2020,115.17,213.86
25/11/2020,116.03,213.87
27/11/2020,116.59,215.23
30/11/2020,119.05,214.07
01/12/2020,122.72,216.21
02/12/2020,123.08,215.37
03/12/2020,122.94,214.24
04/12/2020,122.25,214.36
07/12/2020,123.75,214.29
08/12/2020,124.38,216.01
09/12/2020,121.78,211.8
10/12/2020,123.24,210.52
11/12/2020,122.41,213.26
14/12/2020,121.78,214.2
15/12/2020,127.88,214.13
16/12/2020,127.81,219.28
17/12/2020,128.7,219.42
18/12/2020,126.655,218.59
21/12/2020,128.23,222.59
22/12/2020,131.88,223.94
23/12/2020,130.96,221.02
24/12/2020,131.97,222.75
28/12/2020,136.69,224.96
29/12/2020,134.87,224.15
30/12/2020,133.72,221.68
31/12/2020,132.69,222.42
04/01/2021,129.41,217.69
05/01/2021,131.01,217.9
06/01/2021,126.6,212.25
07/01/2021,130.92,218.29
08/01/2021,132.05,219.62
11/01/2021,128.98,217.49
12/01/2021,128.8,214.93
13/01/2021,130.89,216.34
14/01/2021,128.91,213.02
15/01/2021,127.14,212.65
19/01/2021,127.83,216.44
20/01/2021,132.03,224.34
21/01/2021,136.87,224.97
22/01/2021,139.07,225.95
25/01/2021,142.92,229.53
26/01/2021,143.16,232.33
27/01/2021,142.06,232.9
28/01/2021,137.09,238.93
29/01/2021,131.96,231.96
01/02/2021,134.14,239.65
02/02/2021,134.99,239.51
03/02/2021,133.94,243
04/02/2021,137.39,242.01
05/02/2021,136.76,242.2
08/02/2021,136.91,242.47
09/02/2021,136.01,243.77
10/02/2021,135.39,242.82
11/02/2021,135.13,244.49
12/02/2021,135.37,244.99
16/02/2021,133.19,243.7
17/02/2021,130.84,244.2
18/02/2021,129.71,243.79
19/02/2021,129.87,240.97
